Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
36,Retiree,Medium,Wealth Preservation,$31529.89,"PSC 7065, Box 9570
APO AE 07018",$22828.79,$10486.62,$4762.56,$2089.13,$431.36,$1965.28,$40410.84,Auto Purchase,Unemployed,48,11.96%,rejected,"$2695.33 debited for Cox, Bennett and Meyers purchase"
78,Lawyer,High,Speculation,$138339.04,"248 Mcdaniel Way
Heatherstad, PW 22561",$60485.04,$20769.49,$3383.79,$3886.78,$155.38,$4548.29,$50000.00,Auto Purchase,Retired,48,12.87%,pending,Fraudulent activity detected at Wolfe-Brewer for $369.67
31,Artist,Low,Income Generation,$27691.56,"97553 Pam Center Apt. 032
New Olivia, DE 33729",$32106.48,$13601.30,$7728.73,$6505.55,$1283.74,$5200.87,$32008.53,Medical Expenses,Retired,12,8.03%,approved,Transaction at Harrison PLC for $2992.60
48,Retiree,Low,Income Generation,$57931.63,"653 Lori Roads Apt. 372
Lake Glenn, ID 42733",$53491.42,$18659.65,$6622.33,$9318.72,$923.15,$6351.18,$38806.84,Medical Expenses,Self-Employed,36,8.10%,approved,Fraudulent activity detected at Ryan LLC for $769.63
64,Retiree,High,Speculation,$74821.43,"6090 Humphrey Gateway Suite 195
Lake Michael, TX 56516",$100000.00,$14864.91,$7485.20,$17267.09,$217.00,$15833.81,$14596.65,Auto Purchase,Unemployed,36,6.58%,approved,Purchase at Johnson LLC for $589.98 on 2024-06-11
41,Student,Low,Income Generation,$110302.49,"84430 Robinson Squares Suite 994
Johnathanhaven, NJ 22215",$100000.00,$11501.44,$24346.87,$8758.73,$1193.36,$5560.66,$50000.00,Medical Expenses,Retired,36,10.02%,approved,$633.67 debited for Wood-Mcintosh purchase
31,Artist,Low,Growth,$95215.04,"93038 Shannon Stravenue
South Marvin, SC 13259",$100000.00,$15981.65,$10356.23,$17373.03,$3819.34,$15467.03,$50000.00,Auto Purchase,Self-Employed,36,13.50%,pending,Clothing transaction of $4436.96 at Zuniga Ltd
63,Artist,High,Wealth Preservation,$81642.28,"83701 Spencer Bypass Apt. 103
Allenmouth, PA 23017",$100000.00,$27610.32,$5031.13,$13557.66,$231.19,$9159.93,$10478.38,Small Business,Retired,12,8.21%,rejected,Entertainment transaction of $168.71 at Ramirez PLC
30,Artist,High,Income Generation,$47309.40,"USNS Harris
FPO AE 87020",$63200.45,$7246.61,$5961.38,$10287.40,$922.15,$23430.36,$23575.18,Debt Consolidation,Retired,36,11.64%,rejected,$374.45 debited for Williams LLC purchase
23,Retiree,Low,Wealth Preservation,$115366.09,"059 Mandy Mews Suite 728
Coreyside, SD 27118",$100000.00,$39658.02,$11729.62,$23006.30,$6730.69,$8057.71,$50000.00,Debt Consolidation,Employed,60,11.25%,approved,Purchase at Rivas-Franklin for $4617.44 on 2024-01-10
77,Artist,Medium,Growth,$46564.80,"765 Rebecca Well
Robinsonfurt, TN 81279",$49282.57,$22266.91,$7364.99,$5598.18,$1157.38,$7741.02,$50000.00,Small Business,Retired,60,14.95%,rejected,$3149.56 debited for Alexander-King purchase
84,Teacher,High,Income Generation,$68976.02,"PSC 8034, Box 7440
APO AE 27578",$30705.16,$10600.50,$6129.87,$6850.65,$1540.92,$5145.18,$50000.00,Auto Purchase,Retired,60,10.23%,approved,Transaction at Moore-Clark for $521.53
46,Engineer,High,Income Generation,$54638.82,"692 Marcus Plains Apt. 073
Nicoleberg, MI 07560",$22761.65,$9542.36,$5309.64,$3476.25,$897.47,$5160.14,$50000.00,Medical Expenses,Retired,48,13.57%,rejected,Payment of $1670.90 at Lopez Group
50,Teacher,Medium,Speculation,$71538.36,"6119 Brown Avenue
Jenkinsborough, GU 80665",$100000.00,$37118.97,$10647.88,$23272.72,$2855.02,$14832.70,$50000.00,Small Business,Self-Employed,36,14.53%,rejected,Travel transaction of $4037.89 at Boyd PLC
25,Student,High,Income Generation,$46230.33,"PSC 4398, Box 6429
APO AA 35065",$18568.33,$7423.08,$4545.20,$2158.02,$247.52,$4952.59,$6018.71,Debt Consolidation,Unemployed,12,6.43%,approved,Transaction at Wright Ltd for $326.88
29,Engineer,Low,Speculation,$93762.61,"6003 Jones Streets Suite 236
South Chasefort, MD 74858",$70562.04,$34227.48,$17384.60,$8573.44,$421.44,$12112.56,$50000.00,Debt Consolidation,Self-Employed,12,9.24%,approved,"Transaction at Guzman, Gates and Jimenez for $4845.70"
49,Teacher,Medium,Growth,$69810.81,"067 Brown Ford Suite 172
Staceybury, FM 69252",$77415.26,$17767.34,$17682.46,$13698.10,$100.46,$12433.22,$50000.00,Debt Consolidation,Employed,60,13.32%,pending,Suspicious purchase of $2632.14 at Johnson Ltd
27,Engineer,Low,Speculation,$92185.99,"860 Jennifer Avenue
Baileyberg, DC 62133",$44135.20,$21929.32,$12868.64,$4979.17,$683.02,$2927.39,$50000.00,Small Business,Self-Employed,36,13.22%,pending,Transaction at Grant Group for $3730.30
40,Doctor,Low,Wealth Preservation,$76287.35,"983 Jessica Square
North Maryburgh, NM 11877",$100000.00,$19174.33,$13072.08,$18196.48,$553.71,$13020.98,$35278.82,Small Business,Retired,24,9.22%,approved,Suspicious purchase of $4167.22 at Hart-Roman
25,Engineer,Medium,Speculation,$93759.92,"1095 Cortez Village
South Deborah, FM 52020",$100000.00,$12253.72,$26104.30,$19406.07,$436.82,$9742.08,$14160.63,Medical Expenses,Employed,12,6.41%,approved,"Unusual transaction at Mcguire, Reid and Patel for $864.09"
49,Retiree,Medium,Speculation,$63347.59,"3719 Christopher Shores Suite 024
Lake Robyn, ME 23334",$100000.00,$14468.47,$28904.58,$17449.75,$5112.45,$15979.38,$50000.00,Debt Consolidation,Self-Employed,36,10.58%,approved,Electronics transaction of $944.55 at Brown-Gomez
21,Engineer,High,Income Generation,$1731.82,"98978 Smith Overpass
Lake Theresa, MS 10490",$2909.61,$765.05,$551.52,$331.67,$36.66,$286.47,$5000.00,Medical Expenses,Self-Employed,24,8.74%,rejected,Purchase at Pearson Ltd for $4417.89 on 2024-03-16
69,Student,Medium,Speculation,$52452.29,"4728 Andrew Plains Suite 551
Rebeccahaven, GA 21594",$97625.77,$26063.25,$17068.08,$16437.25,$213.98,$8793.92,$50000.00,Medical Expenses,Self-Employed,48,9.97%,approved,Payment of $3022.43 at King-Martinez
62,Lawyer,High,Wealth Preservation,$73545.71,"7791 Robert Crescent
Clarkville, PR 48560",$32888.27,$10526.94,$9276.94,$5666.28,$500.61,$7931.60,$37516.94,Home Improvement,Self-Employed,48,8.93%,approved,Purchase at Terry-Moore for $3032.00 on 2024-03-29
56,Student,Low,Growth,$43758.56,"024 Stevens Knolls
Kaylaville, WA 49280",$18880.84,$8745.84,$4820.48,$1527.08,$427.35,$3725.57,$50000.00,Medical Expenses,Retired,12,14.10%,rejected,Suspicious purchase of $4973.15 at Walker-Murray
36,Teacher,High,Income Generation,$83802.93,"29118 Becker Prairie
New Kristinaborough, NJ 39958",$100000.00,$38710.78,$29199.82,$7825.64,$2206.57,$17186.24,$50000.00,Auto Purchase,Employed,48,14.47%,rejected,Large amount of $871.77 spent at Owen Ltd
61,Doctor,High,Wealth Preservation,$23513.36,"73792 Hanson Prairie Suite 132
Port Julieview, WY 00949",$25444.69,$7353.07,$2560.16,$3410.14,$903.11,$6317.36,$5681.44,Small Business,Employed,60,8.78%,pending,"Travel transaction of $4377.67 at Young, Green and Stone"
44,Engineer,Medium,Income Generation,$59674.64,"865 John Spur Apt. 886
West Gabrielleberg, DE 22436",$87471.89,$32865.09,$11100.51,$7741.10,$1104.61,$10710.22,$50000.00,Small Business,Employed,24,13.77%,pending,Transaction at Cline-Fields for $315.08
33,Engineer,High,Speculation,$76587.30,"62780 Long Rest Apt. 429
Albertfurt, NE 09610",$87626.35,$20487.44,$16669.43,$4626.98,$552.32,$14189.11,$19538.52,Medical Expenses,Retired,48,11.33%,pending,$1073.59 debited for Dennis-Smith purchase
37,Retiree,High,Growth,$67785.60,"314 Jennifer Trafficway Apt. 835
West Robert, NE 65039",$48897.05,$21070.35,$2506.90,$9408.33,$1834.60,$18261.23,$13844.32,Small Business,Unemployed,48,6.24%,approved,Groceries transaction of $2266.88 at Weaver-Nguyen
65,Retiree,Medium,Income Generation,$85435.15,"35871 Bobby Loop
East Julian, DE 62791",$82495.64,$17160.42,$12979.18,$20592.10,$5239.58,$8958.06,$28864.97,Debt Consolidation,Retired,48,8.57%,approved,Electronics transaction of $622.25 at Robinson Ltd
43,Student,High,Growth,$155008.27,"2531 Martin Point Suite 505
South Antonioville, ID 98306",$100000.00,$42113.53,$12649.52,$10029.89,$201.54,$33633.82,$50000.00,Medical Expenses,Retired,36,10.51%,approved,"$3596.47 debited for Murray, Dean and Hunt purchase"
74,Doctor,Low,Speculation,$31819.63,"55233 John Parkway
East Paulaburgh, MS 66156",$44419.70,$9836.61,$3455.23,$3417.61,$734.78,$4141.54,$33232.97,Home Improvement,Employed,48,8.47%,approved,$453.68 spent at Atkins-Holt on 2024-06-05
65,Teacher,Low,Speculation,$17840.59,"24476 Kyle Summit Suite 152
New Candacemouth, WV 28468",$3760.61,$472.81,$989.34,$533.68,$114.28,$441.25,$13747.42,Auto Purchase,Retired,12,6.07%,approved,Purchase at Coleman Group for $1434.71 on 2024-06-11
66,Retiree,Low,Speculation,$72927.28,"24394 Samantha Island
South Robertfort, DC 07862",$100000.00,$48671.68,$9224.53,$23413.27,$3576.15,$14499.71,$18012.48,Home Improvement,Retired,48,8.19%,approved,"Unusual transaction at Ramos, Smith and Campos for $2910.32"
47,Lawyer,High,Income Generation,$117923.74,"213 Edward Inlet
Mclaughlinmouth, MD 29113",$41774.41,$16354.46,$9596.30,$5437.26,$1555.06,$16071.05,$44021.53,Auto Purchase,Retired,60,8.47%,approved,"Purchase at Lewis, Ramos and Henry for $2881.34 on 2024-06-26"
48,Engineer,Low,Speculation,$73843.91,"306 Spencer Knolls Suite 519
Hartberg, NV 16923",$100000.00,$18584.39,$23646.35,$21553.17,$629.20,$8155.68,$50000.00,Debt Consolidation,Unemployed,24,11.61%,rejected,"$2277.78 spent at Floyd, Scott and Barnes on 2024-01-16"
32,Artist,Low,Income Generation,$40286.30,"001 Gordon Run
East Barbarahaven, CA 57281",$9040.32,$3594.11,$1113.82,$2175.71,$325.82,$563.02,$6467.18,Small Business,Retired,12,9.63%,pending,Entertainment transaction of $2284.72 at Phillips-Jones
72,Artist,Medium,Income Generation,$39797.75,"2110 Michele Row
North Jimmy, KY 52638",$6814.84,$2244.45,$1956.13,$985.55,$255.48,$543.66,$36277.35,Auto Purchase,Retired,60,10.73%,rejected,Purchase at Smith-Murphy for $880.72 on 2024-08-08
65,Retiree,Medium,Income Generation,$72556.95,"02967 Wiley Springs Suite 829
East Austinton, FM 54300",$100000.00,$41810.42,$16375.44,$16570.72,$1974.06,$6002.49,$50000.00,Home Improvement,Self-Employed,48,11.69%,rejected,Purchase at Walsh-Jones for $4642.21 on 2024-02-18
48,Engineer,High,Growth,$50636.45,"0765 Conway Flat
Carlsontown, AS 97448",$100000.00,$42783.79,$16068.45,$23461.84,$2623.68,$8583.47,$20298.54,Home Improvement,Retired,24,9.63%,pending,"Unusual transaction at Byrd, Rogers and Miller for $4691.86"
84,Student,High,Speculation,$125106.15,"1916 Clayton Corners Suite 794
Cainmouth, MI 39068",$26122.79,$6343.34,$6455.41,$4345.73,$522.56,$10400.52,$49346.56,Home Improvement,Unemployed,60,9.80%,approved,Purchase at Kirk LLC for $2644.50 on 2024-05-08
23,Teacher,Low,Wealth Preservation,$79327.52,"63648 Miller View Suite 703
New Rita, NM 68741",$100000.00,$25365.28,$9674.86,$22895.71,$2829.59,$7675.76,$50000.00,Home Improvement,Unemployed,24,11.64%,pending,Travel transaction of $2570.36 at Munoz-Turner
60,Retiree,High,Speculation,$110234.57,"9006 Angel Springs Apt. 916
Lake Aaronport, AL 89350",$54783.83,$27276.59,$8832.92,$11076.80,$2723.63,$14734.03,$50000.00,Home Improvement,Self-Employed,36,13.34%,pending,Groceries transaction of $3724.89 at Davila PLC
74,Artist,Medium,Wealth Preservation,$100472.48,"635 Morrow Forks Apt. 326
Caseyhaven, SD 82994",$79633.35,$25627.22,$22588.66,$7748.47,$1350.67,$6561.90,$17032.77,Small Business,Self-Employed,36,10.04%,pending,Suspicious purchase of $2511.90 at Smith-Ramsey
40,Student,Low,Growth,$74854.42,"58458 Barrera Mount Suite 338
New Amandaland, OK 06320",$97875.06,$32788.48,$7905.16,$13819.89,$4045.25,$14505.89,$24262.04,Auto Purchase,Retired,24,8.25%,approved,Fraudulent activity detected at Scott Group for $1630.76
55,Retiree,Low,Wealth Preservation,$134417.52,"98713 Johns Station
New David, FL 18055",$100000.00,$42076.79,$17496.64,$6458.68,$1601.73,$16220.87,$50000.00,Auto Purchase,Retired,36,10.52%,approved,Transaction at Bullock-Smith for $482.66
55,Engineer,Low,Income Generation,$54222.09,"48744 Wanda Camp
New Christopherborough, AR 45837",$98397.40,$39040.36,$8757.70,$16006.62,$1294.51,$7001.32,$50000.00,Medical Expenses,Self-Employed,12,10.10%,approved,"Purchase at Burke, Perry and Johnson for $496.40 on 2024-05-05"
19,Artist,Medium,Wealth Preservation,$70273.22,"63425 Allen Drive
Denisemouth, SC 38857",$31240.83,$13366.84,$4946.62,$7472.27,$104.70,$5420.55,$50000.00,Small Business,Self-Employed,24,12.53%,rejected,Purchase at Taylor-Turner for $4668.56 on 2024-03-14
53,Doctor,High,Income Generation,$136325.01,"9166 Morris Rest
Morrisonbury, DE 51509",$100000.00,$34826.00,$25452.68,$18220.33,$3633.45,$39492.60,$18165.96,Debt Consolidation,Unemployed,12,6.61%,approved,"Payment of $1741.34 at Mcbride, Saunders and Ashley"
46,Engineer,Low,Growth,$126515.34,"PSC 1550, Box 0250
APO AE 63617",$100000.00,$30019.15,$26090.84,$11781.44,$330.97,$6070.53,$50000.00,Auto Purchase,Retired,60,10.60%,approved,"Payment of $4529.73 at Flores, Ramirez and Taylor"
73,Teacher,Low,Wealth Preservation,$58185.97,"USS Conner
FPO AE 27599",$24984.91,$5921.99,$7359.89,$3029.72,$311.27,$3192.82,$38129.51,Medical Expenses,Unemployed,60,12.86%,pending,$971.81 debited for Pena and Sons purchase
83,Lawyer,Low,Income Generation,$110108.96,"074 James Tunnel Apt. 144
North Johnmouth, NY 09098",$100000.00,$31171.52,$16071.40,$13411.15,$368.25,$16955.17,$50000.00,Debt Consolidation,Unemployed,12,11.17%,approved,"$3979.27 spent at Klein, Durham and Moore on 2024-03-27"
81,Doctor,Low,Income Generation,$102173.38,"261 Hawkins Underpass
West Hollytown, AK 59722",$100000.00,$27340.87,$10034.16,$16238.44,$2145.50,$17542.40,$50000.00,Small Business,Employed,24,14.99%,rejected,"Purchase at Schneider, Gould and Morris for $3475.38 on 2024-01-20"
53,Retiree,High,Growth,$84312.89,"443 Felicia Ports Apt. 763
Evansmouth, AS 23163",$32192.96,$6002.53,$4425.12,$5766.25,$1087.77,$1647.70,$50000.00,Debt Consolidation,Employed,24,10.36%,approved,Payment of $2440.79 at Jacobs LLC
55,Teacher,Medium,Speculation,$92904.82,"091 Jenkins Plaza
Patriciaborough, LA 41464",$100000.00,$36811.78,$12984.02,$19035.22,$4067.51,$7369.04,$41708.86,Medical Expenses,Unemployed,36,8.55%,approved,"$3093.67 debited for Barber, Flores and Todd purchase"
41,Teacher,Medium,Income Generation,$86617.66,"17120 Melissa Trail Apt. 830
Kevinfurt, OR 15065",$65511.86,$17369.59,$3989.05,$3971.08,$790.42,$11583.01,$50000.00,Debt Consolidation,Self-Employed,60,11.48%,approved,"$2726.18 spent at Jones, Woodward and Butler on 2024-05-06"
65,Engineer,High,Growth,$54976.98,"21939 Davis Valleys
West Cynthiabury, NM 52954",$55560.80,$19089.14,$7533.02,$10807.82,$596.75,$20180.99,$10241.79,Auto Purchase,Unemployed,36,10.10%,rejected,$3792.63 spent at Scott Group on 2024-05-01
21,Engineer,Low,Wealth Preservation,$108707.38,"2121 Alexander Extensions
South Andreaville, DE 23570",$49765.91,$6220.38,$8371.93,$12074.47,$3166.13,$6946.18,$50000.00,Home Improvement,Self-Employed,36,11.31%,approved,Unusual transaction at Ford-Miller for $48.39
76,Lawyer,Low,Wealth Preservation,$95902.18,"39066 Horton Court
East Emmaland, AZ 67026",$64907.92,$6997.33,$11663.10,$7692.60,$735.86,$7055.42,$50000.00,Small Business,Employed,60,12.35%,rejected,"$2361.80 spent at Harrison, Smith and Ashley on 2024-02-09"
73,Student,Medium,Wealth Preservation,$79507.38,"479 Ryan View Apt. 512
Port Peterchester, PR 00683",$29881.38,$7661.77,$1973.64,$6382.21,$1663.21,$1582.70,$17071.20,Auto Purchase,Retired,60,10.03%,rejected,"Purchase at Krause, Clay and White for $514.58 on 2024-01-08"
77,Doctor,Medium,Speculation,$83783.33,"30431 Hernandez Port
New Stacy, NV 15935",$100000.00,$42040.83,$20853.87,$8224.74,$945.02,$19949.55,$50000.00,Medical Expenses,Self-Employed,12,9.44%,approved,$828.97 debited for Simpson PLC purchase
31,Engineer,Low,Wealth Preservation,$51214.32,"7904 Benitez Terrace
Riveramouth, OR 68603",$35293.38,$11914.44,$7779.42,$8599.42,$472.65,$4306.65,$11552.85,Debt Consolidation,Self-Employed,48,6.68%,approved,Purchase at Hall-Cantu for $751.27 on 2024-04-23
58,Retiree,Medium,Growth,$36227.35,"40196 Hickman Mill Apt. 587
Lake Jeremy, UT 08219",$53030.40,$11514.47,$6931.25,$8334.40,$1054.81,$8037.53,$23787.07,Home Improvement,Unemployed,60,10.37%,rejected,Transaction at Hawkins Ltd for $467.98
70,Engineer,High,Wealth Preservation,$70396.16,"USNS Sweeney
FPO AP 28905",$90706.36,$23602.93,$14371.95,$9539.92,$2726.60,$21216.80,$50000.00,Home Improvement,Self-Employed,36,9.16%,approved,$4197.41 debited for Hubbard PLC purchase
21,Student,Low,Income Generation,$21777.75,"786 Stokes Extension Suite 532
West Coletown, MS 96137",$34923.46,$7392.46,$10197.91,$4082.40,$150.01,$2357.64,$32420.72,Medical Expenses,Self-Employed,60,9.75%,rejected,Purchase at Yates Group for $346.31 on 2024-04-10
84,Lawyer,Medium,Speculation,$91575.46,"804 Hansen Vista
East Bradleyburgh, AZ 66205",$100000.00,$33225.87,$10942.45,$6910.86,$347.96,$11222.46,$50000.00,Home Improvement,Employed,60,9.35%,approved,$1273.78 spent at Garcia and Sons on 2024-07-30
85,Retiree,Low,Income Generation,$108387.23,"257 Stewart Causeway Apt. 763
South Shannontown, MH 50181",$100000.00,$40001.32,$16889.59,$19235.33,$4590.24,$10035.55,$29180.10,Medical Expenses,Unemployed,24,9.09%,approved,Purchase at Soto Ltd for $1210.02 on 2024-03-07
76,Student,Medium,Income Generation,$65065.16,"49753 Emily Springs
North Johnstad, OH 14675",$49685.02,$12432.97,$14378.85,$11826.52,$3140.12,$4062.68,$50000.00,Home Improvement,Unemployed,60,14.27%,rejected,$2839.02 debited for Cole and Sons purchase
75,Artist,Low,Income Generation,$53502.77,"6634 Sandra Street
North Jeremyfurt, NE 35442",$20488.31,$2722.96,$5914.01,$1100.38,$38.44,$4050.99,$46771.25,Auto Purchase,Employed,12,11.35%,rejected,"$1189.73 spent at Campbell, Robbins and Dodson on 2024-08-16"
67,Student,Medium,Income Generation,$64510.20,"086 Holmes Crest Suite 340
Karenton, SD 49460",$8999.77,$1298.40,$2694.71,$1433.14,$82.10,$939.84,$50000.00,Small Business,Unemployed,36,12.35%,pending,Transaction at Webb and Sons for $4605.35
60,Artist,High,Growth,$61460.30,"588 Robin Stream Apt. 416
Lake Maryfort, CT 09991",$49805.11,$24616.25,$10268.47,$10868.91,$3154.23,$17113.74,$47252.16,Small Business,Employed,36,12.94%,pending,Payment of $1106.36 at Garcia Inc
71,Artist,Low,Speculation,$107871.62,"28052 Williams Port Apt. 933
Port Jason, VT 37877",$100000.00,$29650.91,$22366.67,$18701.88,$262.79,$11729.07,$50000.00,Home Improvement,Unemployed,36,12.86%,rejected,"$3653.82 debited for Hardin, Chan and Porter purchase"
55,Lawyer,High,Speculation,$69847.97,"8967 Robert Square Suite 919
Port Bruce, FM 51394",$92703.73,$43182.34,$21258.65,$11107.84,$113.29,$25447.36,$19357.04,Home Improvement,Unemployed,24,7.73%,approved,$3614.15 spent at Martin Ltd on 2024-07-07
49,Lawyer,Low,Wealth Preservation,$101465.94,"153 Hubbard Stravenue Apt. 135
Sheriberg, WV 95424",$100000.00,$33889.96,$12487.03,$15156.08,$2566.68,$16476.72,$50000.00,Small Business,Self-Employed,48,12.12%,rejected,Entertainment transaction of $4661.41 at Calhoun PLC
60,Teacher,Low,Speculation,$120756.87,"Unit 9144 Box 3201
DPO AP 89067",$100000.00,$41252.03,$14257.35,$13239.06,$1550.95,$9565.92,$50000.00,Small Business,Self-Employed,60,10.22%,approved,"$4817.16 spent at Walls, Sanders and Sutton on 2024-04-11"
84,Student,Medium,Growth,$73652.09,"3149 Andrew Branch
North Todd, MD 23003",$45674.97,$11291.77,$9580.68,$8573.00,$578.92,$7578.00,$31602.17,Small Business,Self-Employed,36,10.91%,pending,"Transaction at Rivera, Parker and Sheppard for $1336.70"
79,Doctor,Medium,Speculation,$74404.97,"974 Lisa Park Suite 173
Gordontown, MO 17881",$82690.81,$17944.30,$23271.37,$6737.08,$1375.81,$14154.87,$50000.00,Medical Expenses,Unemployed,24,13.99%,pending,Purchase at Griffin LLC for $2452.87 on 2024-03-25
70,Doctor,Low,Wealth Preservation,$87301.11,"6046 Petersen Cove
Burkeshire, OH 62104",$100000.00,$27805.01,$18928.06,$21059.43,$1646.50,$14037.95,$50000.00,Home Improvement,Employed,24,11.15%,approved,"Fraudulent activity detected at Lewis, Nelson and Montoya for $4304.93"
37,Doctor,Low,Wealth Preservation,$34994.76,"411 Walker View
New Thomasfort, KS 93180",$40036.60,$14906.84,$2284.32,$5548.46,$15.53,$4438.29,$8500.08,Auto Purchase,Employed,36,8.89%,pending,Purchase at Curtis Ltd for $183.81 on 2024-04-26
83,Student,High,Growth,$89965.76,"861 Rivas Trail
Michaelville, GA 18367",$49710.58,$20122.71,$8428.15,$7578.59,$1188.18,$6856.79,$33875.06,Auto Purchase,Unemployed,60,12.51%,pending,Purchase at Wong Group for $461.50 on 2024-02-10
